Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude
(2014 KR76),Amor Asteroid,57800,1.7256,0.2757,30.2848,104.4066,214.7571,31.3677,1.2499,2.2,2.27,0.4327,11,20.8
(2014 KS76),Aten Asteroid,57800,0.9277,0.2702,1.0968,51.7556,62.0943,121.3219,0.6771,1.18,0.89,0.0015,16,26.6
(2014 KT76),Apollo Asteroid (Hazard),57800,2.4878,0.6997,4.4261,298.3204,208.1195,272.0764,0.7471,4.23,3.92,0.0084,12,21
(2014 KU76),Apollo Asteroid,57800,1.4834,0.3513,15.6539,291.2,79.7689,95.3396,0.9623,2,1.81,0.1152,16,20.5
(2014 KV76),Aten Asteroid,57800,0.8482,0.3589,12.7845,157.7255,232.8363,62.2449,0.5437,1.15,0.78,0.0605,10,21
(2014 KW76),Apollo Asteroid,57800,1.6824,0.5614,2.3353,102.0312,67.45,112.0079,0.7379,2.63,2.18,0.0015,7,27.9
(2014 KX76),Amor Asteroid,57800,1.3054,0.2172,9.9184,155.2208,63.3445,316.336,1.0219,1.59,1.49,0.0248,9,24.3
(2014 KO84),Amor Asteroid,57800,2.0419,0.4164,4.6121,50.4744,197.1541,335.7694,1.1917,2.89,2.92,0.1908,7,23.5
(2014 KP84),Apollo Asteroid (Hazard),57800,1.4886,0.3512,22.3456,29.3984,56.2485,298.5787,0.9659,2.01,1.82,0.0111,7,20.4
(2014 KQ84),Amor Asteroid,57800,1.4028,0.2611,0.9355,357.3909,253.5866,227.1741,1.0366,1.77,1.66,0.0226,9,26.7
(2014 KR84),Apollo Asteroid,57800,1.1035,0.3216,28.8176,200.8698,273.7106,249.3396,0.7485,1.46,1.16,0.219,18,20.3
(2014 KV84),Amor Asteroid,57800,2.2134,0.4152,7.1252,331.7362,331.9631,283.2844,1.2944,3.13,3.29,0.2869,30,20
(2014 KT86),Apollo Asteroid,57800,1.187,0.1677,22.4596,288.9289,69.0786,318.6647,0.9879,1.39,1.29,0.1,21,20.5
(2014 KV86),Apollo Asteroid (Hazard),57800,2.6355,0.6402,25.5693,37.277,130.9912,246.3827,0.9482,4.32,4.28,0.0388,10,20.3
(2014 KW86),Amor Asteroid,57800,2.1693,0.4197,6.5558,22.7918,224.2409,306.4787,1.2588,3.08,3.2,0.2504,6,23.7
(2014 KX86),Apollo Asteroid,57800,1.2811,0.2084,12.652,344.1081,246.7261,326.3252,1.0141,1.55,1.45,0.0076,6,26.5
(2014 KY86),Apollo Asteroid,56810,1.7072,0.4985,37.9696,298.1625,246.041,23.8465,0.8561,2.56,2.23,0.022,5,23.6
(2014 KA91),Apollo Asteroid,57800,1.257,0.2779,9.2232,67.5911,249.0406,292.7205,0.9077,1.61,1.41,0.0198,9,25.5
(2014 KB91),Apollo Asteroid (Hazard),57800,2.3324,0.5763,4.9326,127.0389,201.9115,257.3582,0.9882,3.68,3.56,0.0451,26,20.2
(2014 KE91),Amor Asteroid,57800,2.3195,0.4761,6.0443,41.9728,195.1709,297.98,1.2151,3.42,3.53,0.2177,21,18.2
(2014 KF91),Amor Asteroid,57800,2.1378,0.4252,6.9906,34.3986,233.0461,319.2985,1.2288,3.05,3.13,0.2251,19,18.8
(2014 KX99),Amor Asteroid,57800,2.7976,0.5893,13.5589,348.4724,288.308,211.4442,1.149,4.45,4.68,0.1374,21,18.2
(2014 LJ),Apollo Asteroid,57800,1.0785,0.1389,1.0529,91.856,78.1644,216.5307,0.9288,1.23,1.12,0.0054,8,28.5
(2014 LM9),Amor Asteroid,56820,2.5849,0.5854,4.0523,190.3482,72.5036,359.7898,1.0717,4.1,4.16,0.0575,7,25
(2014 LN9),Apollo Asteroid,57800,2.3032,0.866,18.8636,168.8975,201.6196,260.2466,0.3085,4.3,3.5,0.2489,8,20.6
(2014 LX9),Amor Asteroid,57800,2.1312,0.4462,8.223,188.6328,99.7735,300.2129,1.1803,3.08,3.11,0.1654,9,23.7
(2014 LY9),Amor Asteroid,57800,2.251,0.4984,6.7351,350.6266,256.9499,289.1355,1.1292,3.37,3.38,0.1167,7,24.2
(2014 LN14),Amor Asteroid,57800,2.1684,0.429,5.0666,336.5053,337.8668,274.3906,1.2382,3.1,3.19,0.2283,13,19.6
(2014 LO14),Amor Asteroid,57800,2.1483,0.4326,6.8343,318.4212,351.6267,281.0011,1.2189,3.08,3.15,0.2217,10,20.3
(2014 LU14),Apollo Asteroid,57800,1.2871,0.4496,25.3166,219.4273,274.1255,57.4237,0.7085,1.87,1.46,0.1967,10,19.7
(2014 LV14),Amor Asteroid,57800,1.5052,0.234,10.3517,147.6819,81.4133,181.4879,1.153,1.86,1.85,0.1581,5,24
(2014 LW14),Apollo Asteroid,57800,1.2625,0.3673,15.1984,309.9063,77.5176,216.6471,0.7988,1.73,1.42,0.0732,7,21.5
(2014 LX14),Amor Asteroid,57800,1.3993,0.0953,13.9194,63.8706,248.7009,175.121,1.2659,1.53,1.66,0.2971,10,21.7
(2014 LN17),Apollo Asteroid,56814,2.4612,0.7937,6.6376,263.1882,252.0727,12.2828,0.5078,4.41,3.86,0.0011,3,27
(2014 LZ20),Aten Asteroid,56815,0.7453,0.4351,6.1699,355.0403,79.7762,181.465,0.421,1.07,0.64,0.0285,5,25.2
(2014 LJ21),Apollo Asteroid (Hazard),57800,2.8902,0.8952,24.2105,302.6785,126.7717,209.2886,0.3029,5.48,4.91,0.0258,25,16
(2014 LK21),Aten Asteroid,57800,0.9631,0.0991,5.7971,139.5107,251.5283,179.7739,0.8677,1.06,0.95,0.0136,12,25.9
(2014 LX21),Amor Asteroid,57800,2.1089,0.5007,4.9289,48.3383,253.696,302.23,1.0529,3.16,3.06,0.0692,23,23.4
(2014 LY21),Aten Asteroid,56810,0.6933,0.4865,0.8034,348.7677,73.7876,203.0004,0.356,1.03,0.58,0.0001,7,29.1
(2014 LF25),Amor Asteroid,56817,1.3103,0.2151,21.1658,330.5292,251.1386,23.6642,1.0285,1.59,1.5,0.0376,2,24.1
(2014 LQ25),Apollo Asteroid,57800,2.0227,0.6782,33.5674,245.5423,301.7682,0.2409,0.6509,3.39,2.88,0.0989,15,20
(2014 LL26),Amor Asteroid,57800,1.143,0.1019,9.1917,13.4926,258.2039,61.5634,1.0265,1.26,1.22,0.0142,7,25.3
(2014 LQ26),Amor Asteroid,57800,3.1942,0.6109,9.5586,195.8033,156.3738,140.52,1.2427,5.15,5.71,0.241,15,18.2
(2014 LR26),Amor Asteroid,57800,3.1213,0.6366,10.6447,239.6184,114.0326,147.8887,1.1342,5.11,5.51,0.1981,14,18.5
(2014 LS26),Amor Asteroid,57800,3.364,0.6289,10.8624,128.6601,179.1777,146.8933,1.2485,5.48,6.17,0.2809,12,21
(2014 LA27),Amor Asteroid,57800,1.9644,0.4645,40.7917,200.5495,56.6503,333.7613,1.052,2.88,2.75,0.0613,16,18.2
(2014 MP),Amor Asteroid,57800,1.0505,0.0292,9.5628,118.662,91.1658,224.7852,1.0199,1.08,1.08,0.0191,8,26
(2014 MX),Amor Asteroid,57800,1.552,0.3381,3.8646,137.5808,122.831,139.3956,1.0273,2.08,1.93,0.0373,10,24.1
(2014 MY),Amor Asteroid,57800,2.7866,0.6311,3.9843,64.7218,232.2566,200.8572,1.0281,4.55,4.65,0.0602,7,24.7
(2014 MV2),Amor Asteroid,57800,1.9035,0.3262,10.9207,178.8693,79.2801,358.1631,1.2826,2.52,2.63,0.2678,9,19.8
(2014 MO5),Amor Asteroid,57800,2.1972,0.4553,5.9145,216.7882,123.6571,276.1332,1.1968,3.2,3.26,0.1982,24,20.2
(2014 MP5),Amor Asteroid (Hazard),57800,2.1661,0.5211,9.757,183.0747,133.4339,284.3291,1.0373,3.29,3.19,0.0243,28,21.8
(2014 MQ5),Amor Asteroid,57800,1.9516,0.3566,21.1323,27.9521,261.836,338.8768,1.2557,2.65,2.73,0.2658,7,21.8
(2014 MR5),Aten Asteroid,57800,0.9537,0.1354,16.9718,19.1547,84.684,104.0833,0.8245,1.08,0.93,0.0573,2,24.3
(2014 MS5),Apollo Asteroid,57800,1.9335,0.5596,2.508,267.2556,75.9499,333.0285,0.8515,3.02,2.69,0.0225,5,22.7
(2014 MT5),Amor Asteroid,57800,1.9988,0.4847,13.4556,249.4354,88.2778,308.7508,1.03,2.97,2.83,0.1575,12,21.6
(2014 MZ5),Amor Asteroid,57800,1.2094,0.1086,22.3304,177.5923,90.4906,359.5663,1.078,1.34,1.33,0.0622,3,24
(2014 MA6),Apollo Asteroid,57800,1.2655,0.2125,3.1783,86.2436,242.5969,271.0135,0.9966,1.53,1.42,0.0462,24,24.5
(2014 MB6),Apollo Asteroid,57800,2.8255,0.65,1.28,134.3619,107.2007,206.217,0.989,4.66,4.75,0.0094,4,26.2
(2014 MC6),Apollo Asteroid,57800,2.2146,0.6295,10.399,197.2332,83.9481,283.1559,0.8205,3.61,3.3,0.1116,19,19.4
(2014 MD6),Amor Asteroid,57800,2.1625,0.5263,4.4397,78.2196,237.8686,286.39,1.0244,3.3,3.18,0.074,49,21.5
(2014 ME6),Apollo Asteroid,57800,1.3821,0.5326,4.0341,98.2341,268.9284,191.2582,0.646,2.12,1.62,0.0068,4,25.6
(2014 MF6),Apollo Asteroid (Hazard),57800,2.445,0.6135,4.3341,234.6027,89.9272,238.375,0.945,3.95,3.82,0.0244,22,20.7
(2014 MG6),Amor Asteroid,57800,1.4303,0.2759,6.709,14.6957,270.7571,190.2378,1.0356,1.82,1.71,0.025,5,26.2
(2014 MH6),Apollo Asteroid,57800,1.208,0.5134,7.6006,256.441,270.5005,43.6025,0.5879,1.83,1.33,0.001,3,27.1
(2014 MJ6),Apollo Asteroid (Hazard),57800,1.8416,0.6426,4.4899,102.4218,271.6408,352.8816,0.6581,3.03,2.5,0.0046,12,21.6
(2014 MK6),Amor Asteroid,57800,2.1792,0.4168,5.524,44.8016,259.1903,287.5529,1.2708,3.09,3.22,0.2662,30,21
(2014 MX17),Amor Asteroid,57800,2.3465,0.509,42.941,13.583,278.3097,261.3639,1.1522,3.54,3.59,0.146,20,20.5
(2014 MY17),Apollo Asteroid,56837,2.6101,0.6387,3.0481,208.2706,112.983,352.9319,0.943,4.28,4.22,0.0066,4,22.2
(2014 MZ17),Aten Asteroid,57800,0.9551,0.2125,2.4439,191.903,304.6617,60.8286,0.7521,1.16,0.93,0.0328,14,24.1
(2014 MA18),Aten Asteroid,57800,0.8774,0.299,6.154,44.4157,86.9681,193.9614,0.6151,1.14,0.82,0.0001,4,25.5
(2014 MC18),Amor Asteroid,57800,2.113,0.4283,6.5484,315.04,314.3162,308.0422,1.208,3.02,3.07,0.2096,6,21.5
(2014 MD18),Amor Asteroid,57800,2.0312,0.4888,3.2091,171.5213,67.2703,340.6755,1.0383,3.02,2.89,0.027,7,24.6
(2014 ME18),Amor Asteroid,57800,1.4383,0.2318,7.0966,18.9412,253.4332,195.5948,1.1049,1.77,1.73,0.0948,10,23
(2014 MF18),Aten Asteroid,57800,0.886,0.1622,2.6139,350.2299,102.3177,242.7258,0.7422,1.03,0.83,0.0078,7,26
(2014 MQ18),Amor Asteroid,57800,2.8962,0.5994,35.0846,332.9656,347.3091,165.5866,1.1603,4.63,4.93,0.1938,21,15.6
(2014 MV18),Aten Asteroid,57800,0.8007,0.2829,10.2061,358.5871,101.7762,58.4453,0.5742,1.03,0.72,0.0109,12,23.7
(2014 MD19),Amor Asteroid,56833,1.6196,0.311,23.2732,126.8301,88.6561,28.3966,1.1159,2.12,2.06,0.1925,2,22.7
(2014 ME19),Amor Asteroid,57800,1.3918,0.1314,21.2236,359.6541,102.9755,21.1396,1.209,1.57,1.64,0.226,15,20.8
(2014 MF19),Apollo Asteroid,57800,1.6846,0.4327,20.4604,238.6418,95.3176,49.9436,0.9556,2.41,2.19,0.0772,3,23.8
(2014 MG19),Apollo Asteroid,57800,1.7567,0.4509,36.8371,93.3546,237.2033,5.831,0.9646,2.55,2.33,0.2911,16,18.9
(2014 MJ26),Apollo Asteroid,57800,2.0069,0.5006,6.4893,188.8145,111.0467,327.3006,1.0023,3.01,2.84,0.0087,2,24.8
(2014 MR26),Apollo Asteroid,56835,1.2555,0.7659,11.4501,265.9997,151.0234,49.0375,0.2939,2.22,1.41,0.1111,5,17.8
(2014 MW26),Amor Asteroid,57800,1.2029,0.1309,11.2304,328.6917,275.3569,29.6292,1.0455,1.36,1.32,0.0455,9,22.7
(2014 MY26),Amor Asteroid,57800,2.0584,0.5022,6.4578,239.7766,101.9959,296.4914,1.0247,3.09,2.95,0.0802,12,22
(2014 MJ27),Amor Asteroid,57800,1.6597,0.3333,7.4117,339.4265,286.093,91.6207,1.1065,2.21,2.14,0.0979,11,23.1
(2014 MK27),Apollo Asteroid,57800,1.0396,0.3393,8.4684,349.3982,69.6674,74.7274,0.6868,1.39,1.06,0.1329,11,21.5
(2014 ML27),Amor Asteroid,57800,2.2248,0.5316,19.9583,359.5821,268.4636,288.3159,1.0422,3.41,3.32,0.0264,8,22.7
(2014 MM27),Apollo Asteroid,56838,1.5108,0.352,9.0221,102.6456,112.1551,29.4995,0.9789,2.04,1.86,0.0974,6,23.5
(2014 MO41),Apollo Asteroid,56838,1.9346,0.7624,29.8064,294.234,96.3251,339.7938,0.4596,3.41,2.69,0.0692,4,23.3
(2014 MP41),Apollo Asteroid,57800,1.6936,0.59,27.3237,132.8891,281.7012,34.7143,0.6944,2.69,2.2,0.1608,13,18.4
(2014 MR41),Amor Asteroid,56840,1.2508,0.1736,26.6838,130.7077,102.4414,30.5188,1.0337,1.47,1.4,0.0706,6,22.8
(2014 MT41),Amor Asteroid,57800,1.9242,0.4702,3.3899,342.9536,275.6257,1.9957,1.0195,2.83,2.67,0.0115,3,26.5
(2014 MV41),Apollo Asteroid,56840,2.0792,0.6015,7.3209,231.5252,119.2648,341.9125,0.8285,3.33,3,0.017,7,24.1
(2014 MD42),Aten Asteroid,56840,0.8587,0.2765,6.9463,187.31,264.3344,189.9884,0.6213,1.1,0.8,0.0566,4,24.5
(2014 MB55),Amor Asteroid,57800,2.66,0.6139,0.9857,193.6765,56.9224,224.3463,1.027,4.29,4.34,0.0139,5,24.7
(2014 MC55),Amor Asteroid,57800,1.8402,0.4335,46.9295,124.5231,253.853,315.6511,1.0424,2.64,2.5,0.1981,14,18.4
(2014 MD55),Amor Asteroid,57800,2.4257,0.5293,8.4368,15.0126,181.9135,285.0265,1.1419,3.71,3.78,0.146,11,18.2
(2014 MG55),Amor Asteroid,57800,1.9939,0.462,9.7825,200.9856,114.5106,323.5578,1.0726,2.92,2.82,0.0709,6,24.1
(2014 MJ55),Apollo Asteroid,57800,1.8951,0.5389,7.4174,262.1898,97.8336,337.8304,0.8738,2.92,2.61,0.0612,4,23.6
(2014 MK55),Apollo Asteroid (Hazard),57800,1.3705,0.3701,2.9342,207.7675,162.9676,171.462,0.8632,1.88,1.6,0.0298,19,21.4
(2014 ML55),Amor Asteroid,57800,2.2154,0.4648,6.8386,175.6476,122.328,282.5819,1.1858,3.25,3.3,0.1706,7,23.3
(2014 MM55),Amor Asteroid,57800,2.7618,0.5398,11.7506,223.897,143.4791,188.9869,1.2709,4.25,4.59,0.3025,46,18.7
(2014 ML60),Amor Asteroid,57800,2.3716,0.4844,10.8872,210.4025,136.4286,228.576,1.2227,3.52,3.65,0.2318,13,19.3
(2014 MO60),Amor Asteroid,57800,2.161,0.4295,8.1663,28.1662,298.34,284.5431,1.2327,3.09,3.18,0.2303,17,21.4
(2014 MP60),Amor Asteroid,57800,2.4734,0.4911,6.5625,322.4855,39.1987,218.6308,1.2586,3.69,3.89,0.2681,30,19.3
(2014 MQ60),Amor Asteroid,57800,2.2617,0.4628,6.7119,341.835,293.622,280.98,1.2149,3.31,3.4,0.2022,12,22.4
(2014 MR60),Apollo Asteroid,57800,2.1015,0.5642,10.981,131.9451,93.1962,325.799,0.9159,3.29,3.05,0.0132,4,24
(2014 ML67),Apollo Asteroid,56838,2.8267,0.7817,1.8246,57.1244,306.7321,349.7235,0.6172,5.04,4.75,0.0147,2,24.1
(2014 MR67),Apollo Asteroid,56837,1.1887,0.2028,25.1489,277.1054,89.0066,285.4788,0.9477,1.43,1.3,0.1136,2,22.2
(2014 MS67),Apollo Asteroid,57800,1.021,0.4962,18.796,217.308,253.7414,329.9332,0.5144,1.53,1.03,0.1201,13,21.2
(2014 MU67),Amor Asteroid,56833,1.7203,0.3515,7.3886,209.7304,95.9308,343.0409,1.1155,2.32,2.26,0.1134,2,24.05
(2014 MV67),Apollo Asteroid (Hazard),56832,2.066,0.5155,3.5267,313.2378,194.7348,54.771,1.001,3.13,2.97,0.0384,5,19.9
(2014 MW67),Amor Asteroid,56833,1.6909,0.347,6.5736,192.0047,85.4266,359.1548,1.1041,2.28,2.2,0.0899,2,24.55
(2014 MX67),Amor Asteroid,56835,2.4228,0.4931,35.1039,197.4025,259.1603,105.6992,1.2281,3.62,3.77,0.257,4,16.52
(2014 MY67),Apollo Asteroid,56838,1.5916,0.4496,7.409,267.1448,297.5895,31.3766,0.876,2.31,2.01,0.0714,3,23.7
(2014 MA68),Apollo Asteroid,56836,1.5269,0.3491,1.4427,180.0899,58.0062,18.598,0.9938,2.06,1.89,0.0079,2,25.91
(2014 MC68),Apollo Asteroid (Hazard),56837,2.182,0.7293,2.6356,293.6896,196.1999,40.284,0.5906,3.77,3.22,0.0177,2,19.3
(2014 MF68),Amor Asteroid,56837,2.0908,0.4647,6.089,203.681,100.3026,352.4145,1.1192,3.06,3.02,0.1105,2,23.6
(2014 MG68),Apollo Asteroid,56837,2.1806,0.5765,1.846,64.2086,273.9989,346.3229,0.9234,3.44,3.22,0.0126,2,23
(2014 MH68),Amor Asteroid,56838,1.725,0.3658,14.3825,151.6682,295.4126,146.2284,1.0941,2.36,2.27,0.1322,2,17.7
(2014 MJ68),Amor Asteroid,56838,2.1315,0.4737,53.1808,227.6212,261.666,69.1729,1.1219,3.14,3.11,0.2523,5,17.9
(2014 MM68),Amor Asteroid,56839,2.8116,0.5497,15.8381,252.6973,77.883,331.8174,1.266,4.36,4.71,0.3746,2,18.3
(2014 MO68),Apollo Asteroid,56839,2.5157,0.631,2.8447,28.0662,315.1773,347.4448,0.9283,4.1,3.99,0.0093,2,23.3
(2014 NM2),Apollo Asteroid,56841,2.5161,0.6697,2.3865,79.818,134.377,10.9942,0.831,4.2,3.99,0.0183,3,23.2
(2014 NB3),Amor Asteroid,57800,2.149,0.4948,8.8366,28.2962,270.0595,294.2301,1.0857,3.21,3.15,0.0897,4,24.3
(2014 NE3),Apollo Asteroid,57800,1.2163,0.3152,25.8722,278.7151,120.3741,270.7183,0.8329,1.6,1.34,0.0509,27,20.1
(2014 NF3),Apollo Asteroid,57800,1.2989,0.4938,13.5263,195.2452,354.3278,321.58,0.6575,1.94,1.48,0.2152,13,20.5
(2014 NG3),Amor Asteroid,57800,1.6232,0.3643,3.0434,182.8423,130.6253,83.3283,1.0319,2.21,2.07,0.0183,9,24.2
(2014 NA39),Apollo Asteroid,57800,1.3572,0.2817,19.2395,111.4603,111.8715,273.621,0.9749,1.74,1.58,0.0945,6,24.1
(2014 NB39),Apollo Asteroid,57800,1.6753,0.6861,17.02,179.561,218.4786,32.4008,0.5258,2.82,2.17,0.2874,19,19.6
(2014 NC39),Amor Asteroid,57800,2.2434,0.4792,8.7264,209.8548,129.3682,264.5755,1.1684,3.32,3.36,0.173,15,21.7
(2014 NE39),Amor Asteroid,57800,1.7582,0.2868,28.542,36.3775,305.5365,18.4198,1.2539,2.26,2.33,0.2851,18,20.6
(2014 NB52),Apollo Asteroid (Hazard),57800,1.2543,0.3743,24.4444,115.2539,279.4287,250.198,0.7849,1.72,1.4,0.0432,7,21.7
(2014 ND52),Amor Asteroid,57800,1.8713,0.4207,2.8518,154.2515,146.2472,2.7659,1.084,2.66,2.56,0.0724,9,23.7
(2014 NE52),Apollo Asteroid (Hazard),57800,2.386,0.658,3.8583,337.5535,54.538,227.5719,0.8161,3.96,3.69,0.0353,47,18
(2014 NK52),Apollo Asteroid (Hazard),57800,2.2034,0.8389,2.5458,268.5743,256.3216,307.8519,0.355,4.05,3.27,0.0182,6,21.3
(2014 NL52),Apollo Asteroid,57800,1.2239,0.1947,7.7564,329.6575,282.6924,358.6825,0.9857,1.46,1.35,0.0067,20,23.6
(2014 NE63),Amor Asteroid,57800,2.2783,0.5271,7.6475,32.2345,329.2879,250.0249,1.0775,3.48,3.44,0.0934,38,21.8
(2014 NF63),Amor Asteroid,57800,2.0507,0.42,2.1689,325.5584,297.6734,328.5139,1.1895,2.91,2.94,0.1756,13,21.1
(2014 NV63),Apollo Asteroid,56843,1.2137,0.4719,3.4251,13.9461,161.2576,55.6232,0.641,1.79,1.34,0.056,2,23.4
(2014 NA64),Amor Asteroid,57800,2.1399,0.4411,7.7518,344.4486,305.0837,298.8974,1.1959,3.08,3.13,0.1835,44,19.8
(2014 NC64),Apollo Asteroid,57800,2.1812,0.637,22.7154,9.6453,17.0678,271.9899,0.7917,3.57,3.22,0.1991,13,20.2
(2014 NE64),Amor Asteroid,57800,2.1068,0.4312,41.621,294.0246,328.4379,335.8594,1.1984,3.02,3.06,0.3909,12,18.8
(2014 NF64),Apollo Asteroid,57800,2.8714,0.714,8.9839,260.6257,123.4316,159.2293,0.8212,4.92,4.87,0.0614,16,18.2
(2014 NM64),Amor Asteroid,57800,2.8426,0.6262,28.7693,8.3243,303.0367,194.2806,1.0626,4.62,4.79,0.0517,7,22.6
(2014 NP64),Amor Asteroid,57800,2.796,0.5812,1.7584,336.3429,349.6763,186.9789,1.1711,4.42,4.68,0.1604,5,20.7
(2014 NQ64),Aten Asteroid,56840,0.8471,0.3855,4.4836,328.612,98.7832,235.8388,0.5205,1.17,0.78,0.0131,2,24.07
(2014 NS64),Amor Asteroid,57800,2.112,0.4538,6.0956,151.5777,135.4577,305.5356,1.1535,3.07,3.07,0.1464,3,24.2
(2014 NU64),Amor Asteroid,57800,1.8378,0.3806,6.1329,359.7326,5.5397,340.1994,1.1383,2.54,2.49,0.137,12,21.5
(2014 NW64),Apollo Asteroid,56840,1.4307,0.4447,10.2496,222.5579,262.8498,172.0833,0.7945,2.07,1.71,0.0688,2,18.5
(2014 NX64),Amor Asteroid,56840,2.0398,0.4916,7.9801,317.8358,281.4694,15.4504,1.0369,3.04,2.91,0.0683,2,23.54
(2014 NZ64),Apollo Asteroid,56842,1.0369,0.2748,4.5105,273.8147,162.4426,232.9489,0.752,1.32,1.06,0.009,3,22.4
(2014 NG65),Apollo Asteroid (Hazard),57800,1.3634,0.3856,8.3464,305.2038,97.3922,158.3261,0.8377,1.89,1.59,0.016,5,21.8
(2014 NJ65),Apollo Asteroid (Hazard),56846,1.3476,0.254,9.6694,179.2875,281.482,210.0352,1.0053,1.69,1.56,0.023,5,19.9
(2014 OG1),Apollo Asteroid,57800,1.3424,0.6863,17.9063,129.0724,298.0412,195.5881,0.4211,2.26,1.56,0.068,15,21.6
(2014 OY1),Apollo Asteroid (Hazard),57800,2.5777,0.6247,23.0193,186.7128,76.3109,235.8853,0.9673,4.19,4.14,0.0443,17,19.1
(2014 OZ1),Amor Asteroid,56876,1.7144,0.3703,17.9993,104.5426,141.6486,20.8971,1.0797,2.35,2.24,0.2308,14,21
(2014 OA2),Amor Asteroid,57800,1.6023,0.2664,6.179,184.5537,118.7942,94.7722,1.1755,2.03,2.03,0.1606,52,21.4
(2014 OP2),Apollo Asteroid,57800,2.4536,0.6186,2.0506,141.5085,122.3077,247.7529,0.9359,3.97,3.84,0.0008,6,29.1
(2014 OV3),Apollo Asteroid,57800,1.1337,0.1422,6.6717,267.9094,126.8304,330.9619,0.9725,1.3,1.21,0.0596,30,23.2
(2014 OW3),Apollo Asteroid,56864,1.7574,0.738,8.142,106.2222,305.2197,338.0754,0.4604,3.05,2.33,0.0012,3,22.4
(2014 OX3),Apollo Asteroid,57800,2.0057,0.5639,1.9223,123.2648,122.8154,339.7238,0.8746,3.14,2.84,0.0028,5,27.8
(2014 OC4),Apollo Asteroid,57800,1.0984,0.1623,7.4834,93.3546,121.3001,152.0094,0.9201,1.28,1.15,0.0274,6,25.5
(2014 OD4),Amor Asteroid,57800,1.2808,0.156,18.3933,342.7828,306.6312,287.8857,1.081,1.48,1.45,0.0723,4,24.4
(2014 OL6),Amor Asteroid,57800,2.1748,0.4161,7.7787,143.2457,137.9609,289.128,1.2699,3.08,3.21,0.2677,5,21.2
(2014 OO6),Apollo Asteroid,57800,2.2025,0.6795,1.3817,287.3323,111.1753,261.4502,0.7059,3.7,3.27,0.0001,18,23.1
(2014 OT111),Apollo Asteroid (Hazard),57800,2.2137,0.5537,8.3534,320.3427,307.2483,289.2858,0.9879,3.44,3.29,0.0332,21,21.7
(2014 OZ111),Apollo Asteroid,56866,1.467,0.4088,3.1762,205.5449,161.612,327.9454,0.8673,2.07,1.78,0.0314,2,22.9
(2014 OB112),Apollo Asteroid,56865,1.7789,0.5141,8.1984,248.6137,124.2016,331.7548,0.8644,2.69,2.37,0.0303,2,22.5
(2014 OH112),Amor Asteroid,57800,1.4124,0.2709,6.4786,331.7014,304.8939,204.3191,1.0297,1.79,1.68,0.0323,5,26.5
(2014 OM207),Apollo Asteroid,57800,2.4248,0.5828,2.2459,168.6062,122.7596,246.9238,1.0116,3.84,3.78,0.0019,3,29.1
(2014 ON207),Amor Asteroid,57800,2.2448,0.4642,6.4568,176.8947,113.0929,278.2461,1.2028,3.29,3.36,0.187,5,23.2
(2014 OQ207),Amor Asteroid,56867,2.1445,0.5112,8.8298,167.7137,130.0609,3.1757,1.0483,3.24,3.14,0.0383,4,24.4
(2014 OV299),Apollo Asteroid,56867,1.8878,0.5433,7.2723,243.364,128.3187,340.7704,0.8621,2.91,2.59,0.0178,2,26.3
(2014 OX299),Apollo Asteroid (Hazard),57800,2.202,0.8569,6.399,279.6957,157.7305,262.7359,0.3151,4.09,3.27,0.0381,21,19.5
(2014 OD300),Amor Asteroid,57800,2.3188,0.4895,4.1683,334.3899,326.245,266.2328,1.1838,3.45,3.53,0.1721,15,20.8
(2014 OF300),Apollo Asteroid,57800,2.0264,0.6152,4.7068,70.2182,311.5791,300.1474,0.7798,3.27,2.88,0.005,7,26.3
(2014 OG300),Apollo Asteroid,57800,1.2784,0.4006,13.3476,92.8502,313.1647,222.1953,0.7663,1.79,1.45,0.0343,8,24.3
(2014 OY337),Amor Asteroid,57800,1.3887,0.1863,22.6369,225.0101,131.3332,170.8562,1.13,1.65,1.64,0.164,15,20.8
(2014 OZ337),Apollo Asteroid,57800,2.2179,0.5708,5.0693,311.3627,315.017,287.9187,0.9518,3.48,3.3,0.0212,15,22.5
(2014 OD338),Amor Asteroid,57800,2.1024,0.4953,5.7447,317.7956,317.3067,314.7462,1.061,3.14,3.05,0.0743,9,21.7
(2014 OE338),Apollo Asteroid,57800,1.0341,0.2729,27.7838,339.4296,132.5194,10.5558,0.7518,1.32,1.05,0.2209,14,21
(2014 OF338),Amor Asteroid,57800,2.3102,0.4652,4.8218,189.5313,106.313,267.1618,1.2355,3.38,3.51,0.2204,7,22.3
(2014 OR338),Amor Asteroid,57800,2.1257,0.441,7.9071,187.9204,123.5818,294.4926,1.1882,3.06,3.1,0.1749,4,24.2
(2014 OS338),Apollo Asteroid,57800,1.1591,0.1915,6.8509,103.2884,126.6348,71.98,0.9372,1.38,1.25,0.0303,4,27
(2014 OT338),Amor Asteroid,57800,1.7741,0.3524,5.8535,351.0448,333.8746,24.6353,1.1488,2.4,2.36,0.1385,23,21.4
